,mileage,manufacturer,fuel,gear,offer_type,price,hp,age_of_car,place_of_origin,price_category_userdef
18165,125000,Mercedes-Benz,Gasoline,Manual,Used,11498,156.0,9,Germany,Moderate
18166,81000,other,Gasoline,Automatic,Used,11499,140.0,9,others,Moderate
18167,79870,Volkswagen,Diesel,Automatic,Used,11500,105.0,9,Germany,Moderate
18168,119600,Audi,Diesel,Manual,Used,11500,140.0,9,Germany,Moderate
18169,125000,other,Diesel,Automatic,Used,11500,175.0,9,others,Moderate
18170,63711,Volkswagen,Gasoline,Manual,Used,11500,122.0,9,Germany,Moderate
18171,156319,Mercedes-Benz,Diesel,Manual,Used,11500,136.0,9,Germany,Moderate
18172,68650,other,other,Manual,Used,11550,147.0,9,others,Moderate
18173,153500,Ford,Diesel,Automatic,Used,11690,163.0,9,others,Moderate
18174,215000,Audi,Diesel,Manual,Used,11700,177.0,9,Germany,Moderate
18175,87000,Volkswagen,Diesel,Manual,Used,11750,140.0,9,Germany,Moderate
18176,226000,Mercedes-Benz,Diesel,Automatic,Used,11840,170.0,9,Germany,Moderate
18177,94500,Opel,Gasoline,Automatic,Used,11850,140.0,9,Germany,Moderate
18178,54657,Volkswagen,Gasoline,Manual,Used,11900,140.0,9,Germany,Moderate
18179,51000,Ford,Gasoline,Manual,Used,11990,150.0,8,others,Moderate
18180,61755,Volkswagen,Gasoline,Automatic,Used,11990,160.0,8,Germany,Moderate
18181,199800,Volkswagen,Diesel,Manual,Used,11999,184.0,8,Germany,Moderate
18182,86254,Skoda,Gasoline,Automatic,Used,12000,140.0,8,others,Moderate
18183,169894,Volkswagen,Diesel,Manual,Used,12000,140.0,8,Germany,Moderate
18184,93158,other,Diesel,Manual,Used,12221,150.0,8,others,Moderate
18185,95000,Volkswagen,Diesel,Manual,Used,12290,140.0,8,Germany,Moderate
18186,71037,Opel,Gasoline,Manual,Used,12290,140.0,8,Germany,Moderate
18187,165000,Volkswagen,Diesel,Automatic,Used,12290,177.0,8,Germany,Moderate
18188,90964,BMW,Gasoline,Manual,Used,12300,136.0,8,Germany,Moderate
18189,149500,BMW,Diesel,Automatic,Used,12300,184.0,8,Germany,Moderate
18190,145000,BMW,Gasoline,Automatic,Used,12400,136.0,8,Germany,Moderate
18191,186459,BMW,Diesel,Automatic,Used,12450,313.0,8,Germany,Moderate
18192,57000,Skoda,Gasoline,Automatic,Used,12490,179.0,8,others,Moderate
18193,99430,Ford,Gasoline,Manual,Used,12490,150.0,8,others,Moderate
18194,103000,Volkswagen,Diesel,Automatic,Used,12499,177.0,8,Germany,Moderate
18195,132000,Ford,Diesel,Automatic,Used,12500,163.0,8,others,Moderate
18196,88000,Volkswagen,Gasoline,Automatic,Used,12500,140.0,8,Germany,Moderate
18197,99050,Opel,Diesel,Manual,Used,12999,194.0,7,Germany,Moderate
18198,106371,other,Diesel,Manual,Used,12999,150.0,7,others,Moderate
18199,81000,Volkswagen,Gasoline,Automatic,Used,13000,125.0,7,Germany,Moderate
18200,87000,Volkswagen,Diesel,Automatic,Used,13000,140.0,7,Germany,Moderate
18201,147700,Mercedes-Benz,Diesel,Manual,Used,13000,170.0,7,Germany,Moderate
18202,98850,other,Electric/Gasoline,Automatic,Used,13150,136.0,7,others,Moderate
18203,123440,BMW,Diesel,Automatic,Used,13190,184.0,7,Germany,Moderate
18204,52000,other,Gasoline,Automatic,Used,13400,140.0,7,others,Moderate
18205,138000,BMW,Diesel,Manual,Used,13440,184.0,7,Germany,Moderate
18206,48000,other,Gasoline,Manual,Used,13440,117.0,7,others,Moderate
18207,54964,Ford,Gasoline,Manual,Used,13490,150.0,7,others,Moderate
18208,124000,Skoda,Diesel,Manual,Used,13499,140.0,7,others,Moderate
18209,80600,SEAT,Gasoline,Manual,Used,13500,179.0,7,others,Moderate
18210,83000,other,Diesel,Automatic,Used,13500,116.0,7,others,Moderate
18211,99000,other,Diesel,Manual,Used,13550,150.0,7,others,Moderate
18212,43000,Audi,Gasoline,Manual,Used,13600,122.0,7,Germany,Moderate
18213,210000,Audi,Diesel,Automatic,Used,13699,204.0,7,Germany,Moderate
18214,111111,Audi,Gasoline,Manual,Used,13699,150.0,7,Germany,Moderate
18215,113000,Volkswagen,Diesel,Manual,Used,13699,177.0,7,Germany,Moderate
18216,70200,other,Diesel,Automatic,Used,13740,150.0,7,others,Moderate
18217,50995,Volkswagen,Gasoline,Manual,Used,12980,110.0,6,Germany,Moderate
18218,127398,Ford,Diesel,Automatic,Used,12990,179.0,6,others,Moderate
18219,76792,Volkswagen,Gasoline,Manual,Used,12990,150.0,6,Germany,Moderate
18220,68324,other,Gasoline,Manual,Used,12990,135.0,6,others,Moderate
18221,82000,Renault,Diesel,Manual,Used,12990,131.0,6,others,Moderate
18222,43500,BMW,Gasoline,Manual,Used,12990,136.0,6,Germany,Moderate
18223,204300,BMW,Diesel,Automatic,Used,12990,150.0,6,Germany,Moderate
18224,22000,Skoda,Gasoline,Manual,Used,12990,110.0,6,others,Moderate
18225,58350,Opel,Diesel,Automatic,Used,12999,131.0,6,Germany,Moderate
18226,51663,Volkswagen,Gasoline,Manual,Used,13000,125.0,6,Germany,Moderate
18227,39000,other,Gasoline,Manual,Used,13000,135.0,6,others,Moderate
18228,74337,other,Diesel,Manual,Used,13000,170.0,6,Germany,Moderate
18229,54000,Ford,Gasoline,Manual,Used,13300,219.0,6,others,Moderate
18230,204000,Volkswagen,Diesel,Manual,Used,13300,150.0,6,Germany,Moderate
18231,101357,Volkswagen,Gasoline,Manual,Used,13331,122.0,6,Germany,Moderate
18232,98789,Volkswagen,Diesel,Automatic,Used,13356,140.0,6,Germany,Moderate
18233,62179,other,Gasoline,Automatic,Used,13450,136.0,6,Germany,Moderate
18234,41577,other,Gasoline,Automatic,Used,13490,117.0,6,others,Moderate
18235,73993,Volkswagen,Gasoline,Manual,Used,13490,150.0,6,Germany,Moderate
18236,75700,Opel,Diesel,Manual,Used,12399,136.0,5,Germany,Moderate
18237,79000,other,Diesel,Automatic,Used,12400,120.0,5,others,Moderate
18238,60000,Volkswagen,Diesel,Manual,Used,12400,110.0,5,Germany,Moderate
18239,95990,Opel,Diesel,Manual,Used,12450,136.0,5,Germany,Moderate
18240,41800,Opel,Gasoline,Manual,Used,12480,125.0,5,Germany,Moderate
18241,58444,other,Diesel,Manual,Used,12485,120.0,5,others,Moderate
18242,28500,Opel,Gasoline,Manual,Used,12490,125.0,5,Germany,Moderate
18243,240000,Mercedes-Benz,Diesel,Automatic,Used,12490,136.0,5,Germany,Moderate
18244,58866,Volkswagen,Diesel,Manual,Used,12490,102.0,5,Germany,Moderate
18245,68510,Opel,Gasoline,Manual,Used,12497,140.0,5,Germany,Moderate
18246,51984,other,Gasoline,Manual,Used,12499,116.0,5,others,Moderate
18247,65200,Volkswagen,Gasoline,Manual,Used,12500,90.0,5,Germany,Moderate
18248,24600,other,Gasoline,Manual,Used,12500,75.0,5,Germany,Moderate
18249,30460,Ford,Gasoline,Manual,Used,12500,125.0,5,others,Moderate
18250,80380,Volkswagen,Diesel,Automatic,Used,12550,110.0,5,Germany,Moderate
18251,26000,Renault,Gasoline,Manual,Used,12575,116.0,5,others,Moderate
18252,23550,Opel,Gasoline,Automatic,Used,12590,87.0,5,Germany,Moderate
18253,108000,Skoda,Diesel,Automatic,Used,12600,150.0,5,others,Moderate
18254,147879,SEAT,Diesel,Manual,Used,12650,150.0,5,others,Moderate
18255,151286,SEAT,Diesel,Automatic,Used,10880,116.0,4,others,Moderate
18256,175212,Skoda,Diesel,Manual,Used,10900,116.0,4,others,Moderate
18257,62239,Volkswagen,Electric,Automatic,Used,10977,82.0,4,Germany,Moderate
18258,30000,Opel,Gasoline,Automatic,Used,10980,90.0,4,Germany,Moderate
18259,45640,other,Gasoline,Automatic,Used,10990,90.0,4,others,Moderate
18260,115730,Skoda,Diesel,Manual,Used,10990,150.0,4,others,Moderate
18261,130000,Volkswagen,Diesel,Automatic,Used,10990,116.0,4,Germany,Moderate
18262,5390,Volkswagen,Gasoline,Manual,Used,10990,60.0,4,Germany,Moderate
18263,25122,Ford,Gasoline,Manual,Used,10990,101.0,4,others,Moderate
18264,47034,Ford,Gasoline,Manual,Used,10990,125.0,4,others,Moderate
18265,67147,Ford,Gasoline,Manual,Used,10990,111.0,4,others,Moderate
18266,43126,Ford,other,Manual,Used,10990,101.0,4,others,Moderate
18267,28577,other,Gasoline,Manual,Used,10990,82.0,4,others,Moderate
18268,42347,Volkswagen,Gasoline,Manual,Used,10994,75.0,4,Germany,Moderate
18269,24000,other,Gasoline,Manual,Used,10998,102.0,4,Germany,Moderate
18270,64000,other,Diesel,Manual,Used,10998,95.0,4,Germany,Moderate
18271,48000,Opel,Gasoline,Manual,Used,11000,87.0,4,Germany,Moderate
18272,47767,Volkswagen,Gasoline,Manual,Used,11170,60.0,4,Germany,Moderate
18273,17300,other,Gasoline,Manual,Used,11200,135.0,4,others,Moderate
18274,93635,Mercedes-Benz,Diesel,Manual,Used,11200,110.0,4,Germany,Moderate
18275,19260,other,Electric,Automatic,Used,13690,82.0,3,Germany,Moderate
18276,56900,BMW,Gasoline,Manual,Used,13750,136.0,3,Germany,Moderate
18277,99800,Opel,Diesel,Automatic,Used,13790,136.0,3,Germany,Moderate
18278,35000,other,Gasoline,Manual,Used,13790,135.0,3,others,Moderate
18279,9000,Volkswagen,Gasoline,Manual,Used,13800,75.0,3,Germany,Moderate
18280,133318,Volkswagen,Diesel,Manual,Used,13840,120.0,3,Germany,Moderate
18281,147231,Volkswagen,Diesel,Manual,Used,13849,150.0,3,Germany,Moderate
18282,149017,Skoda,Diesel,Manual,Used,13849,120.0,3,others,Moderate
18283,40045,Ford,Diesel,Manual,Used,13850,120.0,3,others,Moderate
18284,25709,other,Gasoline,Manual,Used,13850,102.0,3,Germany,Moderate
18285,77027,SEAT,Gasoline,Manual,Used,13890,125.0,3,others,Moderate
18286,23500,other,Gasoline,Manual,Used,13900,135.0,3,others,Moderate
18287,108240,other,Diesel,Manual,Used,13931,120.0,3,others,Moderate
18288,149715,Volkswagen,Diesel,Manual,Used,13949,150.0,3,Germany,Moderate
18289,31770,Volkswagen,Diesel,Manual,Used,13950,116.0,3,Germany,Moderate
18290,89500,Volkswagen,Gasoline,Manual,Used,13950,125.0,3,Germany,Moderate
18291,148000,Volkswagen,Diesel,Automatic,Used,13950,120.0,3,Germany,Moderate
18292,122708,BMW,Diesel,Automatic,Used,13979,150.0,3,Germany,Moderate
18293,85819,other,Gasoline,Manual,Used,13980,131.0,3,others,Moderate
18294,24134,Volkswagen,Gasoline,Manual,Used,13980,90.0,3,Germany,Moderate
18295,38000,other,Gasoline,Manual,Used,13900,114.0,2,others,Moderate
18296,12000,other,Gasoline,Manual,Pre-registered,13900,111.0,2,others,Moderate
18297,12000,Opel,Gasoline,Manual,Used,13900,75.0,2,Germany,Moderate
18298,3000,other,Gasoline,Manual,Used,13940,111.0,2,others,Moderate
18299,120281,Volkswagen,Diesel,Automatic,Used,13949,116.0,2,Germany,Moderate
18300,7500,Renault,Electric,Automatic,Demonstration,13960,58.0,2,others,Moderate
18301,7547,Renault,Gasoline,Manual,Demonstration,13975,131.0,2,others,Moderate
18302,6290,Opel,Gasoline,Automatic,Used,13980,90.0,2,Germany,Moderate
18303,11450,Opel,Gasoline,Manual,Used,13980,105.0,2,Germany,Moderate
18304,108848,Volkswagen,Diesel,Manual,Used,13980,116.0,2,Germany,Moderate
18305,2100,Opel,Gasoline,Automatic,Used,13980,90.0,2,Germany,Moderate
18306,16946,Opel,Gasoline,Manual,Used,13990,101.0,2,Germany,Moderate
18307,9495,other,Electric,Automatic,Used,13990,82.0,2,Germany,Moderate
18308,18900,Opel,Diesel,Manual,Used,13990,76.0,2,Germany,Moderate
18309,22000,Ford,Gasoline,Manual,Used,13990,95.0,2,others,Moderate
18310,10700,Opel,Gasoline,Automatic,Used,13999,90.0,2,Germany,Moderate
18311,59998,Opel,Diesel,Manual,Used,14190,136.0,2,Germany,Moderate
18312,4780,Opel,Gasoline,Manual,Used,14290,101.0,2,Germany,Moderate
18313,39848,Opel,Diesel,Manual,Used,14470,136.0,2,Germany,Moderate
18314,16554,other,Gasoline,Automatic,Used,14485,110.0,2,others,Moderate
18315,10100,Renault,Gasoline,Manual,Used,12975,76.0,1,others,Moderate
18316,14660,Renault,Gasoline,Manual,Used,12975,90.0,1,others,Moderate
18317,15720,Opel,Gasoline,Manual,Used,12980,75.0,1,Germany,Moderate
18318,14877,Opel,Gasoline,Manual,Used,12980,75.0,1,Germany,Moderate
18319,70,other,Gasoline,Manual,Pre-registered,12980,69.0,1,others,Moderate
18320,2900,Renault,Gasoline,Manual,Used,12990,73.0,1,others,Moderate
18321,6100,Hyundai,Gasoline,Manual,Demonstration,12990,67.0,1,others,Moderate
18322,10,Hyundai,Gasoline,Manual,Demonstration,12990,67.0,1,others,Moderate
18323,23649,Ford,Gasoline,Manual,Used,12996,95.0,1,others,Moderate
18324,11571,Opel,Gasoline,Manual,Used,13180,101.0,1,Germany,Moderate
18325,5700,Renault,Gasoline,Manual,Demonstration,13180,72.0,1,others,Moderate
18326,5300,Opel,Gasoline,Manual,Used,13250,101.0,1,Germany,Moderate
18327,7000,Opel,Gasoline,Manual,Used,13340,75.0,1,Germany,Moderate
18328,10,other,Gasoline,Manual,Employee's car,13450,83.0,1,others,Moderate
18329,3200,other,Gasoline,Manual,Demonstration,13450,69.0,1,others,Moderate
18330,10,Opel,Gasoline,Manual,Pre-registered,13490,75.0,1,Germany,Moderate
18331,23000,Ford,Gasoline,Manual,Used,13490,95.0,1,others,Moderate
18332,10,other,Gasoline,Manual,Used,13490,101.0,1,others,Moderate
18333,1900,Ford,Gasoline,Manual,Used,13500,75.0,1,others,Moderate
18334,4999,Ford,Gasoline,Manual,Demonstration,13500,86.0,1,others,Moderate
18335,10,Skoda,Gasoline,Manual,Used,18440,95.0,0,others,Moderate
18336,50,Skoda,Gasoline,Automatic,Employee's car,18450,95.0,0,others,Moderate
18337,5000,Volkswagen,Gasoline,Manual,Demonstration,18589,116.0,0,Germany,Moderate
18338,1500,Renault,Gasoline,Manual,Demonstration,18690,101.0,0,others,Moderate
18339,1250,other,Diesel,Manual,Pre-registered,18750,116.0,0,others,Moderate
18340,50,Opel,Gasoline,Automatic,Employee's car,18790,101.0,0,Germany,Moderate
18341,15,Hyundai,Gasoline,Manual,Pre-registered,18790,101.0,0,others,Moderate
18342,1000,other,Diesel,Manual,Demonstration,18890,102.0,0,others,Moderate
18343,100,Skoda,Gasoline,Manual,Pre-registered,18930,95.0,0,others,Moderate
18344,50,other,Gasoline,Manual,Pre-registered,18950,101.0,0,others,Moderate
18345,50,Hyundai,Gasoline,Automatic,Pre-registered,18990,120.0,0,others,Moderate
18346,50,Hyundai,Gasoline,Automatic,Used,18990,120.0,0,others,Moderate
18347,10,Hyundai,Gasoline,Automatic,Pre-registered,18990,101.0,0,others,Moderate
18348,20,Ford,Gasoline,Manual,Pre-registered,19028,101.0,0,others,Moderate
18369,228426,other,Diesel,Automatic,Used,10540,215.0,9,others,Moderate
18370,77950,other,Gasoline,Manual,Used,10550,141.0,9,others,Moderate
18371,152300,Volkswagen,Diesel,Manual,Used,10750,170.0,9,Germany,Moderate
18372,59682,Opel,Gasoline,Manual,Used,10750,140.0,9,Germany,Moderate
18373,40372,Volkswagen,Gasoline,Automatic,Used,10770,86.0,9,Germany,Moderate
18374,125000,BMW,Gasoline,Manual,Used,10800,170.0,9,Germany,Moderate
18375,109300,other,Gasoline,Manual,Used,10850,156.0,9,others,Moderate
18376,77860,other,Gasoline,Automatic,Used,10880,144.0,9,others,Moderate
18377,124000,Audi,Gasoline,Automatic,Used,10899,179.0,9,Germany,Moderate
18378,72687,Audi,Diesel,Manual,Used,10900,140.0,9,Germany,Moderate
18379,78100,other,Gasoline,Manual,Used,10950,156.0,9,others,Moderate
18380,103000,other,Gasoline,Automatic,Used,10950,155.0,9,others,Moderate
18381,116719,Volkswagen,Diesel,Automatic,Used,10970,105.0,9,Germany,Moderate
18382,71816,Volkswagen,Gasoline,Manual,Used,10980,105.0,9,Germany,Moderate
18383,91900,Volkswagen,Diesel,Automatic,Used,10989,105.0,9,Germany,Moderate
18384,22000,Audi,Gasoline,Manual,Used,10990,86.0,9,Germany,Moderate
18385,149500,Volkswagen,Diesel,Automatic,Used,10990,170.0,9,Germany,Moderate
18386,138565,BMW,Diesel,Automatic,Used,10990,143.0,9,Germany,Moderate
18387,106700,BMW,Diesel,Manual,Used,10990,184.0,9,Germany,Moderate
18388,205800,Mercedes-Benz,Diesel,Automatic,Used,10990,170.0,8,Germany,Moderate
18389,71700,other,Diesel,Manual,Used,10990,150.0,8,others,Moderate
18390,91483,other,Gasoline,Automatic,Used,10990,122.0,8,Germany,Moderate
18391,52930,Opel,Gasoline,Manual,Used,10999,120.0,8,Germany,Moderate
18392,70000,Skoda,Diesel,Manual,Used,10999,170.0,8,others,Moderate
18393,128000,Volkswagen,Diesel,Automatic,Used,11000,177.0,8,Germany,Moderate
18394,77200,Volkswagen,Gasoline,Automatic,Used,11000,105.0,8,Germany,Moderate
18395,113000,Volkswagen,Diesel,Manual,Used,11000,75.0,8,Germany,Moderate
18396,205000,BMW,Diesel,Automatic,Used,11100,184.0,8,Germany,Moderate
18397,42150,Volkswagen,Gasoline,Automatic,Used,11200,105.0,8,Germany,Moderate
18398,50000,Renault,Gasoline,Automatic,Used,11250,120.0,8,others,Moderate
18399,106420,other,Gasoline,Manual,Used,11250,135.0,8,others,Moderate
18400,112054,Audi,Gasoline,Manual,Used,11250,122.0,8,Germany,Moderate
18401,130098,Mercedes-Benz,Diesel,Automatic,Used,11290,170.0,8,Germany,Moderate
18402,115000,Volkswagen,Diesel,Manual,Used,11300,105.0,8,Germany,Moderate
18403,49000,other,Diesel,Automatic,Used,11300,111.0,8,Germany,Moderate
18404,145759,other,Gasoline,Manual,Used,11350,160.0,8,others,Moderate
18405,86812,Volkswagen,Diesel,Automatic,Used,11400,105.0,8,Germany,Moderate
18406,73488,Volkswagen,other,Manual,Used,11200,110.0,7,Germany,Moderate
18407,113600,Volkswagen,Diesel,Manual,Used,11200,110.0,7,Germany,Moderate
18408,57240,Opel,Gasoline,Manual,Used,11249,140.0,7,Germany,Moderate
18409,121950,other,Diesel,Manual,Used,11250,150.0,7,others,Moderate
18410,68000,Audi,Gasoline,Manual,Used,11290,86.0,7,Germany,Moderate
18411,88000,BMW,Gasoline,Manual,Used,11300,136.0,7,Germany,Moderate
18412,99000,Volkswagen,Gasoline,Manual,Used,11300,140.0,7,Germany,Moderate
18413,60000,other,Gasoline,Manual,Used,11385,120.0,7,others,Moderate
18414,74900,Volkswagen,other,Manual,Used,11400,110.0,7,Germany,Moderate
18415,84087,Volkswagen,Gasoline,Manual,Used,11400,122.0,7,Germany,Moderate
18416,117000,other,Diesel,Manual,Used,11400,150.0,7,others,Moderate
18417,62162,Volkswagen,Gasoline,Manual,Used,11410,86.0,7,Germany,Moderate
18418,47994,Ford,Diesel,Manual,Used,11450,90.0,7,others,Moderate
18419,191000,Volkswagen,Diesel,Manual,Used,11480,140.0,7,Germany,Moderate
18420,110072,Mercedes-Benz,Diesel,Manual,Used,11490,109.0,7,Germany,Moderate
18421,77350,BMW,Gasoline,Manual,Used,11490,136.0,7,Germany,Moderate
18422,168000,SEAT,Diesel,Manual,Used,11490,140.0,7,others,Moderate
18423,56262,Opel,Gasoline,Manual,Used,11490,140.0,7,Germany,Moderate
18424,196200,Mercedes-Benz,Diesel,Automatic,Used,11495,170.0,7,Germany,Moderate
18425,132500,Ford,Diesel,Manual,Used,11499,101.0,7,others,Moderate
18426,81122,Skoda,Gasoline,Manual,Used,10800,140.0,6,others,Moderate
18427,122424,Volkswagen,Diesel,Manual,Used,10800,110.0,6,Germany,Moderate
18428,69708,SEAT,Gasoline,Manual,Used,10800,110.0,6,others,Moderate
18429,83924,other,Diesel,Manual,Used,10800,116.0,6,others,Moderate
18430,59100,Opel,Gasoline,Automatic,Used,10800,140.0,6,Germany,Moderate
18431,75000,other,Gasoline,Manual,Used,10800,110.0,6,others,Moderate
18432,59890,other,Gasoline,Manual,Used,10880,116.0,6,others,Moderate
18433,86555,Volkswagen,Gasoline,Manual,Used,10895,125.0,6,Germany,Moderate
18434,112231,other,Diesel,Manual,Used,10900,110.0,6,others,Moderate
18435,150600,Hyundai,Diesel,Manual,Used,10900,141.0,6,others,Moderate
18436,221621,Mercedes-Benz,Diesel,Automatic,Used,10900,136.0,6,Germany,Moderate
18437,88820,other,Gasoline,Automatic,Used,10900,141.0,6,others,Moderate
18438,49060,other,Diesel,Manual,Used,10900,120.0,6,others,Moderate
18439,82212,Volkswagen,Gasoline,Manual,Used,10900,110.0,6,Germany,Moderate
18440,90640,other,Diesel,Manual,Used,10950,128.0,6,others,Moderate
18441,124415,Opel,Diesel,Manual,Used,10950,136.0,6,Germany,Moderate
18442,44631,Ford,Gasoline,Manual,Used,10970,125.0,6,others,Moderate
18443,136144,Volkswagen,Diesel,Manual,Used,10980,110.0,6,Germany,Moderate
18444,63930,Volkswagen,Gasoline,Manual,Used,10980,86.0,6,Germany,Moderate
18445,107518,Volkswagen,Diesel,Manual,Used,10980,110.0,6,Germany,Moderate
18504,18432,other,Gasoline,Manual,Used,10885,83.0,2,others,Moderate
18505,7386,other,Gasoline,Manual,Used,10885,83.0,2,others,Moderate
18506,23893,other,Gasoline,Manual,Used,10885,83.0,2,others,Moderate
18507,11305,other,Gasoline,Manual,Used,10885,72.0,2,others,Moderate
18508,18611,other,Gasoline,Manual,Used,10885,72.0,2,others,Moderate
18509,17934,other,Gasoline,Manual,Used,10885,83.0,2,others,Moderate
18510,21502,other,Gasoline,Manual,Used,10885,72.0,2,others,Moderate
18511,5854,other,Gasoline,Manual,Used,10885,72.0,2,others,Moderate
18512,9300,other,Gasoline,Manual,Used,10885,83.0,2,others,Moderate
18513,9642,other,Gasoline,Manual,Used,10885,72.0,2,others,Moderate
18514,9262,other,Gasoline,Manual,Used,10885,69.0,2,others,Moderate
18515,6974,other,Gasoline,Manual,Used,10885,69.0,2,others,Moderate
18516,8437,other,Gasoline,Manual,Used,10885,69.0,2,others,Moderate
18517,12192,Opel,Gasoline,Manual,Used,10940,90.0,2,Germany,Moderate
18518,2800,Opel,Gasoline,Manual,Used,10950,69.0,2,Germany,Moderate
18519,13457,other,Gasoline,Automatic,Used,10950,71.0,2,Germany,Moderate
18520,17935,other,Gasoline,Manual,Used,10950,69.0,2,others,Moderate
18521,17259,Renault,Gasoline,Manual,Used,10990,90.0,2,others,Moderate
18522,13781,Renault,Gasoline,Manual,Used,10990,90.0,2,others,Moderate
18523,23700,Renault,Gasoline,Manual,Used,10990,90.0,2,others,Moderate
18539,12000,other,Gasoline,Manual,Used,10300,73.0,1,others,Moderate
18540,10,other,Gasoline,Manual,Pre-registered,10383,72.0,1,others,Moderate
18541,5135,Renault,Gasoline,Manual,Used,10450,76.0,1,others,Moderate
18542,3909,other,Gasoline,Manual,Used,10485,72.0,1,others,Moderate
18543,2455,other,Gasoline,Manual,Used,10485,72.0,1,others,Moderate
18544,1500,Volkswagen,Gasoline,Manual,Demonstration,14900,65.0,0,Germany,Moderate
18545,10,Skoda,Gasoline,Manual,Pre-registered,14915,95.0,0,others,Moderate
